Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Percent of firms with female participation in ownership,Percent of firms with majority female ownership,Percent of firms with a female top manager,Proportion of permanent full-time workers that are female (%),Proportion of permanent full-time production workers that are female (%)*,Proportion of permanent full-time non-production workers that are female (%)*
Gabon,2009,Gender of Top Manager,,Top manager is male,Average,5.1,1.8,0.0,23.3,...,...
Gabon,2009,Ownership Type,,Domestic,Average,48.5,17.8,31.7,30.6,...,...
Gabon,2009,Ownership Type,,10% or more foreign ownership,Average,18.2,3.7,3.1,20.2,...,...
Georgia,2008,,,,Average,40.8,...,19.8,43.0,33.6,39.2
Georgia,2008,Sector,Manufacturing,All,Average,42.2,...,17.8,37.0,33.6,39.2
Georgia,2008,Sector,Manufacturing,Manufacturing,Average,42.2,...,17.8,37.0,33.6,39.2
Georgia,2008,Sector,Services,All,Average,40.4,...,20.5,45.3,...,...
Georgia,2008,Sector,Services,Retail,Average,50.4,...,40.7,67.9,...,...
Georgia,2008,Sector,Services,Other Services,Average,36.5,...,12.7,36.2,...,...
Georgia,2008,Size,,Small (5-19),Average,45.1,...,26.2,49.1,31.2,39.6
Georgia,2008,Size,,Medium (20-99),Average,35.0,...,10.8,33.5,37.2,39.3
Georgia,2008,Size,,Large (100+),Average,32.0,...,9.3,30.1,38.3,33.8
Georgia,2008,Location,,Imereti,Average,36.1,...,25.5,45.1,23.8,23.5
Georgia,2008,Location,,Kakheti,Average,31.9,...,14.7,37.1,26.1,44.3
Georgia,2008,Location,,Kvemo Kartli,Average,44.6,...,16.2,50.0,30.0,50.9
Georgia,2008,Location,,Mmtskheta-Mtianeti,Average,35.0,...,20.0,36.7,25.9,50.2
Georgia,2008,Location,,Shida Kartli,Average,51.0,...,18.5,37.3,45.1,37.5
Georgia,2008,Location,,Tblisi,Average,40.9,...,20.2,41.4,37.4,41.3
Georgia,2008,Exporter Type,,Direct exports are 10% or more of sales,Average,38.2,...,8.8,29.5,37.8,38.8
Georgia,2008,Exporter Type,,Non-exporter,Average,41.0,...,20.5,43.7,33.1,39.2
Georgia,2008,Gender of Top Manager,,Top manager is female,Average,91.5,...,100.0,74.2,59.4,37.4
Georgia,2008,Gender of Top Manager,,Top manager is male,Average,27.6,...,0.0,35.3,29.3,38.5
Georgia,2008,Ownership Type,,Domestic,Average,42.0,...,19.9,43.4,34.1,38.9
Georgia,2008,Ownership Type,,10% or more foreign ownership,Average,33.1,...,21.0,38.2,23.7,42.3
Georgia,2013,,,,Average,33.9,19.2,32.0,44.4,44.0,23.5
Georgia,2013,Sector,Manufacturing,All,Average,32.0,15.6,6.7,37.6,44.0,23.5
Georgia,2013,Sector,Manufacturing,Manufacturing,Average,32.0,15.6,6.7,37.6,44.0,23.5
Georgia,2013,Sector,Services,All,Average,34.5,20.2,39.2,46.4,...,...
Georgia,2013,Sector,Services,Retail,Average,38.1,28.1,44.3,55.6,...,...
Georgia,2013,Sector,Services,Other Services,Average,32.0,14.9,35.7,40.0,...,...
Georgia,2013,Size,,Small (5-19),Average,32.6,20.6,32.4,48.1,44.3,19.0
Georgia,2013,Size,,Medium (20-99),Average,39.6,16.0,36.2,39.5,48.0,25.8
Georgia,2013,Size,,Large (100+),Average,23.2,18.0,8.0,20.3,26.0,37.8
Georgia,2013,Location,,Coastline,Average,39.8,24.4,24.9,37.9,27.5,23.5
Georgia,2013,Location,,Kakheti,Average,57.6,32.2,16.7,40.7,49.1,n.a.
Georgia,2013,Location,,Kvemo Kartli,Average,17.0,10.8,18.0,44.8,41.0,17.5
Georgia,2013,Location,,Mtskheta-Mtianeti And Shida Kartli,Average,15.3,3.3,15.1,37.6,66.1,n.a.
Georgia,2013,Location,,Tbilisi,Average,33.4,18.7,37.4,45.2,43.5,16.7
Georgia,2013,Location,,West,Average,42.2,25.4,29.5,53.2,49.1,32.4
Georgia,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,22.7,10.8,40.1,39.8,66.0,28.9
Georgia,2013,Exporter Type,,Non-exporter,Average,34.2,19.4,31.8,44.5,42.4,22.8
Georgia,2013,Gender of Top Manager,,Top manager is female,Average,63.3,44.4,100.0,65.5,65.1,n.a.
Georgia,2013,Gender of Top Manager,,Top manager is male,Average,20.2,7.6,0.0,34.7,42.5,20.1
Georgia,2013,Ownership Type,,Domestic,Average,33.5,18.1,32.2,44.3,44.2,22.7
Georgia,2013,Ownership Type,,10% or more foreign ownership,Average,44.5,38.6,31.6,42.1,41.5,n.a.
Ghana,2007,,,,Average,44.0,...,...,34.8,35.1,33.9
Ghana,2007,Sector,Manufacturing,All,Average,43.4,...,...,34.8,35.1,33.9
Ghana,2007,Sector,Manufacturing,Food,Average,79.3,...,...,63.8,65.5,44.1
Ghana,2007,Sector,Manufacturing,Garments,Average,68.6,...,...,63.3,64.9,49.1
Ghana,2007,Sector,Manufacturing,Other Manufacturing,Average,20.3,...,...,9.6,9.7,21.3
Ghana,2007,Sector,Services,All,Average,45.7,...,...,...,...,...
Ghana,2007,Sector,Services,Retail,Average,49.0,...,...,...,...,...
Ghana,2007,Sector,Services,Other Services,Average,42.6,...,...,...,...,...
Ghana,2007,Size,,Small (5-19),Average,39.6,...,...,33.7,34.8,33.9
Ghana,2007,Size,,Medium (20-99),Average,54.5,...,...,40.4,39.4,39.0
Ghana,2007,Size,,Large (100+),Average,54.4,...,...,26.7,27.4,19.5
Ghana,2007,Location,,Accra,Average,43.0,...,...,36.6,37.0,34.3
Ghana,2007,Location,,Kumasi,Average,48.1,...,...,32.2,33.2,33.1
Ghana,2007,Location,,Takoradi,Average,37.6,...,...,44.6,38.6,34.3
Ghana,2007,Location,,Tamale,Average,28.8,...,...,32.3,31.8,38.2
Ghana,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,44.3,...,...,29.2,27.5,30.4
Ghana,2007,Exporter Type,,Non-exporter,Average,44.0,...,...,35.4,36.0,34.4
Ghana,2007,Ownership Type,,Domestic,Average,44.8,...,...,35.4,35.7,35.4
Ghana,2007,Ownership Type,,10% or more foreign ownership,Average,31.7,...,...,26.1,26.9,21.9
Ghana,2013,,,,Average,31.6,14.7,14.9,24.7,18.0,32.8
Ghana,2013,Sector,Manufacturing,All,Average,29.1,15.1,13.7,20.0,18.0,32.8
Ghana,2013,Sector,Manufacturing,Food,Average,51.6,35.8,33.0,34.4,38.1,35.0
Ghana,2013,Sector,Manufacturing,"Chemicals, Plastics & Rubber",Average,24.7,9.2,12.0,19.6,17.0,33.8
Ghana,2013,Sector,Manufacturing,Basic Metals/Fabricated Metals/Machinery & Equip.,Average,10.8,1.6,2.1,8.0,1.6,24.5
Ghana,2013,Sector,Manufacturing,Other Manufacturing,Average,31.6,16.4,13.0,20.6,18.0,36.0
Ghana,2013,Sector,Services,All,Average,34.2,14.4,16.2,29.5,...,...
Ghana,2013,Sector,Services,Retail,Average,36.1,13.8,19.4,30.3,...,...
Ghana,2013,Sector,Services,Other Services,Average,33.2,14.7,14.6,29.1,...,...
Ghana,2013,Size,,Small (5-19),Average,34.0,17.6,16.9,26.6,19.3,32.7
Ghana,2013,Size,,Medium (20-99),Average,32.2,11.2,11.9,21.7,16.7,33.3
Ghana,2013,Size,,Large (100+),Average,10.6,3.7,8.7,16.8,9.4,32.0
Ghana,2013,Location,,Accra,Average,30.2,13.6,16.0,26.0,20.9,34.9
Ghana,2013,Location,,North,Average,33.3,15.8,12.7,21.1,13.1,28.7
Ghana,2013,Location,,Takoradi,Average,39.0,13.8,8.9,21.4,13.7,32.4
Ghana,2013,Location,,Tema,Average,31.1,16.8,15.8,25.4,17.9,32.1
Ghana,2013,Exporter Type,,Direct exports are 10% or more of sales,Average,30.0,9.4,13.2,24.0,24.8,38.4
Ghana,2013,Exporter Type,,Non-exporter,Average,31.5,15.1,14.9,24.7,17.4,32.3
Ghana,2013,Gender of Top Manager,,Top manager is female,Average,86.8,73.2,100.0,50.8,49.2,56.6
Ghana,2013,Gender of Top Manager,,Top manager is male,Average,21.8,4.4,0.0,19.8,12.4,29.6
Ghana,2013,Ownership Type,,Domestic,Average,33.4,16.8,16.9,25.8,19.5,33.2
Ghana,2013,Ownership Type,,10% or more foreign ownership,Average,21.0,3.5,4.7,18.3,9.7,31.3
Guinea,2006,,,,Average,25.4,...,...,20.8,20.8,18.8
Guinea,2006,Sector,Manufacturing,All,Average,22.0,...,...,20.8,20.8,18.8
Guinea,2006,Sector,Manufacturing,Food,Average,26.1,...,...,19.0,17.6,23.6
Guinea,2006,Sector,Manufacturing,Garments,Average,46.3,...,...,47.7,50.2,21.9
Guinea,2006,Sector,Manufacturing,Other Manufacturing,Average,10.3,...,...,9.6,9.1,15.3
Guinea,2006,Sector,Services,All,Average,30.8,...,...,...,...,...
Guinea,2006,Sector,Services,Retail,Average,29.3,...,...,...,...,...
Guinea,2006,Sector,Services,Other Services,Average,32.9,...,...,...,...,...
Guinea,2006,Size,,Small (5-19),Average,24.9,...,...,20.7,20.4,18.3
Guinea,2006,Size,,Medium (20-99),Average,29.7,...,...,21.8,22.9,23.7
Guinea,2006,Size,,Large (100+),Average,27.8,...,...,n.a.,n.a.,n.a.
Guinea,2006,Location,,Conakry,Average,23.5,...,...,17.1,16.9,16.8
Guinea,2006,Location,,Kindia,Average,33.6,...,...,35.9,36.9,25.0
Guinea,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,30.1,...,...,30.2,29.0,14.1
Guinea,2006,Exporter Type,,Non-exporter,Average,25.1,...,...,20.1,20.2,19.2
Guinea,2006,Ownership Type,,Domestic,Average,25.9,...,...,21.0,21.1,18.5
Guinea,2006,Ownership Type,,10% or more foreign ownership,Average,21.6,...,...,18.2,17.6,20.7
Guinea,2016,,,,Average,9.0,5.3,5.8,14.8,6.3,17.3
Guinea,2016,Sector,Manufacturing,All,Average,4.3,4.3,2.2,6.5,6.3,17.3
Guinea,2016,Sector,Manufacturing,Manufacturing,Average,4.3,4.3,2.2,6.5,6.3,17.3
Guinea,2016,Sector,Services,All,Average,9.4,5.4,6.0,15.3,...,...
Guinea,2016,Sector,Services,Services,Average,9.4,5.4,6.0,15.3,...,...
Guinea,2016,Size,,Small (5-19),Average,7.7,5.7,6.8,15.9,4.7,21.0
Guinea,2016,Size,,Medium (20-99),Average,12.6,2.7,1.7,10.3,12.1,n.a.
Guinea,2016,Size,,Large (100+),Average,22.2,8.7,0.0,6.9,...,...
Guinea,2016,Location,,Conakry,Average,9.0,5.3,5.8,14.8,6.3,17.3
Guinea,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Guinea,2016,Exporter Type,,Non-exporter,Average,9.6,5.7,6.1,15.1,4.7,18.4
Guinea,2016,Gender of Top Manager,,Top manager is female,Average,100.0,75.3,100.0,33.4,n.a.,n.a.
Guinea,2016,Gender of Top Manager,,Top manager is male,Average,3.5,1.0,0.0,13.6,6.5,15.3
Guinea,2016,Ownership Type,,Domestic,Average,7.3,5.7,6.0,14.7,6.3,17.6
Guinea,2016,Ownership Type,,10% or more foreign ownership,Average,28.5,0.0,3.3,15.3,n.a.,n.a.
"Gambia, The",2006,,,,Average,21.3,...,...,16.2,15.2,31.9
"Gambia, The",2006,Sector,Manufacturing,All,Average,15.2,...,...,16.2,15.2,31.9
"Gambia, The",2006,Sector,Manufacturing,Food,Average,n.a.,...,...,n.a.,n.a.,n.a.
"Gambia, The",2006,Sector,Manufacturing,Garments,Average,n.a.,...,...,n.a.,n.a.,n.a.
"Gambia, The",2006,Sector,Manufacturing,Other Manufacturing,Average,12.1,...,...,10.7,9.3,31.4
"Gambia, The",2006,Sector,Services,All,Average,22.7,...,...,...,...,...
"Gambia, The",2006,Sector,Services,Retail,Average,10.6,...,...,...,...,...
"Gambia, The",2006,Sector,Services,Other Services,Average,28.9,...,...,...,...,...
"Gambia, The",2006,Size,,Small (5-19),Average,24.1,...,...,18.4,16.8,16.3
"Gambia, The",2006,Size,,Medium (20-99),Average,15.3,...,...,16.4,15.7,39.0
"Gambia, The",2006,Size,,Large (100+),Average,14.6,...,...,n.a.,n.a.,...
"Gambia, The",2006,Location,,Banjul,Average,12.4,...,...,3.9,0.0,n.a.
"Gambia, The",2006,Location,,KMC,Average,23.1,...,...,18.3,17.7,31.4
"Gambia, The",2006,Exporter Type,,Direct exports are 10% or more of sales,Average,8.9,...,...,n.a.,n.a.,n.a.
"Gambia, The",2006,Exporter Type,,Non-exporter,Average,21.9,...,...,16.8,15.7,33.3
"Gambia, The",2006,Ownership Type,,Domestic,Average,24.8,...,...,16.9,15.1,32.3
"Gambia, The",2006,Ownership Type,,10% or more foreign ownership,Average,13.4,...,...,n.a.,n.a.,n.a.
Guinea-Bissau,2006,,,,Average,19.9,...,...,5.1,3.9,13.5
Guinea-Bissau,2006,Sector,Manufacturing,All,Average,12.1,...,...,5.1,3.9,13.5
Guinea-Bissau,2006,Sector,Manufacturing,Food,Average,10.0,...,...,11.4,9.4,31.4
Guinea-Bissau,2006,Sector,Manufacturing,Garments,Average,n.a.,...,...,n.a.,n.a.,n.a.
Guinea-Bissau,2006,Sector,Manufacturing,Other Manufacturing,Average,13.9,...,...,2.2,2.2,4.6
Guinea-Bissau,2006,Sector,Services,All,Average,22.2,...,...,...,...,...
Guinea-Bissau,2006,Sector,Services,Retail,Average,18.5,...,...,...,...,...
Guinea-Bissau,2006,Sector,Services,Other Services,Average,25.5,...,...,...,...,...
Guinea-Bissau,2006,Size,,Small (5-19),Average,21.2,...,...,3.2,1.5,13.8
Guinea-Bissau,2006,Size,,Medium (20-99),Average,13.4,...,...,12.6,13.4,12.6
Guinea-Bissau,2006,Size,,Large (100+),Average,n.a.,...,...,...,...,...
Guinea-Bissau,2006,Location,,Bissau,Average,19.9,...,...,5.1,3.9,13.5
Guinea-Bissau,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,...,...,n.a.,n.a.,n.a.
Guinea-Bissau,2006,Exporter Type,,Non-exporter,Average,20.1,...,...,3.9,2.5,13.8
Guinea-Bissau,2006,Ownership Type,,Domestic,Average,19.8,...,...,5.1,3.9,13.7
Guinea-Bissau,2006,Ownership Type,,10% or more foreign ownership,Average,20.8,...,...,n.a.,n.a.,n.a.
Grenada,2010,,,,Average,57.3,...,24.0,45.9,...,...
Grenada,2010,Sector,Manufacturing,All,Average,63.1,...,12.5,37.3,...,...
Grenada,2010,Sector,Manufacturing,Manufacturing,Average,63.1,...,12.5,37.3,...,...
Grenada,2010,Sector,Services,All,Average,56.2,...,26.2,47.5,...,...
Grenada,2010,Sector,Services,Services,Average,56.2,...,26.2,47.5,...,...
Grenada,2010,Size,,Small (5-19),Average,56.2,...,26.2,44.5,...,...
Grenada,2010,Size,,Medium (20-99),Average,62.1,...,19.6,48.5,...,...
Grenada,2010,Size,,Large (100+),Average,52.7,...,16.3,51.8,...,...
Grenada,2010,Location,,Entire Country,Average,57.3,...,24.0,45.9,...,...
Grenada,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,81.1,...,43.0,60.9,...,...
Grenada,2010,Exporter Type,,Non-exporter,Average,55.3,...,22.1,44.8,...,...
Grenada,2010,Gender of Top Manager,,Top manager is female,Average,90.2,...,100.0,63.7,...,...
Grenada,2010,Gender of Top Manager,,Top manager is male,Average,46.4,...,0.0,40.2,...,...
Grenada,2010,Ownership Type,,Domestic,Average,56.8,...,24.2,44.2,...,...
Grenada,2010,Ownership Type,,10% or more foreign ownership,Average,58.8,...,24.6,55.2,...,...
Guatemala,2006,,,,Average,28.4,...,...,24.6,12.8,47.2
Guatemala,2006,Sector,Manufacturing,All,Average,26.8,...,...,24.6,12.8,47.2
Guatemala,2006,Sector,Manufacturing,Food,Average,36.0,...,...,34.7,19.8,56.4
Guatemala,2006,Sector,Manufacturing,Textiles,Average,42.2,...,...,34.1,32.2,50.0
Guatemala,2006,Sector,Manufacturing,Garments,Average,36.2,...,...,49.4,44.1,51.2
Guatemala,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,20.3,...,...,28.0,23.1,35.1
Guatemala,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,23.2,...,...,18.1,6.0,43.8
Guatemala,2006,Sector,Services,All,Average,29.3,...,...,...,...,...
Guatemala,2006,Sector,Services,Retail,Average,32.0,...,...,...,...,...
Guatemala,2006,Sector,Services,Rest of Universe-Services,Average,28.4,...,...,...,...,...
Guatemala,2006,Size,,Small (5-19),Average,26.7,...,...,24.2,10.2,51.3
Guatemala,2006,Size,,Medium (20-99),Average,31.1,...,...,23.9,18.7,33.2
Guatemala,2006,Size,,Large (100+),Average,37.5,...,...,32.9,32.9,43.0
Guatemala,2006,Location,,Guatemala City,Average,27.7,...,...,25.5,11.9,48.3
Guatemala,2006,Location,,Resto del pais,Average,30.6,...,...,22.9,14.4,45.5
Guatemala,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,50.9,...,...,19.1,15.4,36.0
Guatemala,2006,Exporter Type,,Non-exporter,Average,26.3,...,...,25.5,12.4,48.7
Guatemala,2006,Ownership Type,,Domestic,Average,29.7,...,...,24.3,12.3,47.0
Guatemala,2006,Ownership Type,,10% or more foreign ownership,Average,11.2,...,...,34.7,30.3,52.5
Guatemala,2010,,,,Average,44.2,...,15.7,32.3,19.2,41.9
Guatemala,2010,Sector,Manufacturing,All,Average,40.2,...,19.2,26.2,19.2,41.9
Guatemala,2010,Sector,Manufacturing,Food,Average,43.8,...,22.6,39.1,31.7,55.8
Guatemala,2010,Sector,Manufacturing,Textiles & Garments,Average,28.1,...,11.9,42.4,39.8,48.0
Guatemala,2010,Sector,Manufacturing,Other Manufacturing,Average,41.3,...,19.3,18.0,8.4,34.4
Guatemala,2010,Sector,Services,All,Average,45.5,...,14.5,34.4,...,...
Guatemala,2010,Sector,Services,Retail,Average,38.7,...,18.7,39.0,...,...
Guatemala,2010,Sector,Services,Other Services,Average,48.9,...,12.5,32.1,...,...
Guatemala,2010,Size,,Small (5-19),Average,49.1,...,22.3,36.8,18.1,40.9
Guatemala,2010,Size,,Medium (20-99),Average,40.3,...,9.2,25.3,16.0,45.4
Guatemala,2010,Size,,Large (100+),Average,33.1,...,3.5,31.4,27.5,38.9
Guatemala,2010,Location,,Guatemala City,Average,46.0,...,7.3,32.2,20.9,42.6
Guatemala,2010,Location,,Rest of the country,Average,40.7,...,31.5,32.5,15.4,40.3
Guatemala,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,41.0,...,11.6,40.9,26.0,45.6
Guatemala,2010,Exporter Type,,Non-exporter,Average,44.7,...,16.2,31.1,16.9,40.7
Guatemala,2010,Gender of Top Manager,,Top manager is female,Average,86.0,...,100.0,50.0,30.1,68.7
Guatemala,2010,Gender of Top Manager,,Top manager is male,Average,36.4,...,0.0,29.0,17.0,36.6
Guatemala,2010,Ownership Type,,Domestic,Average,45.9,...,16.6,32.1,19.2,42.0
Guatemala,2010,Ownership Type,,10% or more foreign ownership,Average,22.8,...,2.3,32.8,18.5,40.6
"Guyana, CR",2010,,,,Average,58.3,...,17.7,39.1,...,...
"Guyana, CR",2010,Sector,Manufacturing,All,Average,59.3,...,16.2,33.5,...,...
"Guyana, CR",2010,Sector,Manufacturing,Manufacturing,Average,59.3,...,16.2,33.5,...,...
"Guyana, CR",2010,Sector,Services,All,Average,57.6,...,18.5,42.5,...,...
"Guyana, CR",2010,Sector,Services,Services,Average,57.6,...,18.5,42.5,...,...
"Guyana, CR",2010,Size,,Medium (20-99),Average,58.2,...,19.3,36.6,...,...
"Guyana, CR",2010,Size,,Small (5-19),Average,53.9,...,21.4,40.3,...,...
"Guyana, CR",2010,Size,,Large (100+),Average,66.4,...,7.0,42.3,...,...
"Guyana, CR",2010,Location,,Entire Country,Average,58.3,...,17.7,39.1,...,...
"Guyana, CR",2010,Exporter Type,,Direct exports are 10% or more of sales,Average,55.4,...,17.3,37.1,...,...
"Guyana, CR",2010,Exporter Type,,Non-exporter,Average,58.5,...,18.0,39.5,...,...
"Guyana, CR",2010,Gender of Top Manager,,Top manager is female,Average,80.9,...,100.0,53.0,...,...
"Guyana, CR",2010,Gender of Top Manager,,Top manager is male,Average,53.4,...,0.0,36.1,...,...
"Guyana, CR",2010,Ownership Type,,Domestic,Average,60.4,...,18.6,40.0,...,...
"Guyana, CR",2010,Ownership Type,,10% or more foreign ownership,Average,49.8,...,15.6,35.4,...,...
Honduras,2006,,,,Average,39.9,...,...,22.5,15.3,34.0
Honduras,2006,Sector,Manufacturing,All,Average,28.7,...,...,22.5,15.3,34.0
Honduras,2006,Sector,Manufacturing,Food,Average,40.3,...,...,28.2,22.6,32.4
Honduras,2006,Sector,Manufacturing,Garments,Average,44.6,...,...,56.9,54.3,55.9
Honduras,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,55.9,...,...,39.5,38.6,44.6
Honduras,2006,Sector,Manufacturing,Non-Metallic Mineral Products,Average,7.6,...,...,15.5,0.5,32.1
Honduras,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,24.7,...,...,16.6,8.5,32.4
Honduras,2006,Sector,Services,All,Average,43.0,...,...,...,...,...
Honduras,2006,Sector,Services,Retail,Average,52.3,...,...,...,...,...
Honduras,2006,Sector,Services,Rest of Universe-Services,Average,38.9,...,...,...,...,...
Honduras,2006,Size,,Small (5-19),Average,41.7,...,...,20.3,13.1,31.8
Honduras,2006,Size,,Medium (20-99),Average,48.8,...,...,27.1,17.9,41.0
Honduras,2006,Size,,Large (100+),Average,26.9,...,...,37.0,36.4,40.7
Honduras,2006,Location,,Resto del pais,Average,37.3,...,...,18.5,12.1,27.5
Honduras,2006,Location,,San Pedro Sula,Average,44.2,...,...,23.7,15.2,39.8
Honduras,2006,Location,,Tegucigalpa,Average,40.0,...,...,29.1,21.0,41.0
Honduras,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,4.1,...,...,29.6,20.6,25.4
Honduras,2006,Exporter Type,,Non-exporter,Average,43.0,...,...,21.9,14.8,34.6
Honduras,2006,Ownership Type,,Domestic,Average,42.9,...,...,20.9,14.0,33.7
Honduras,2006,Ownership Type,,10% or more foreign ownership,Average,23.0,...,...,47.5,34.8,40.4
Honduras,2010,,,,Average,43.3,...,31.7,40.4,26.5,34.4
Honduras,2010,Sector,Manufacturing,All,Average,44.5,...,43.4,36.8,26.5,34.4
Honduras,2010,Sector,Manufacturing,Manufacturing,Average,44.5,...,43.4,36.8,26.5,34.4
Honduras,2010,Sector,Services,All,Average,42.6,...,24.4,42.5,...,...
Honduras,2010,Sector,Services,Retail,Average,51.7,...,25.3,57.0,...,...
Honduras,2010,Sector,Services,Other Services,Average,37.7,...,23.9,34.6,...,...
Honduras,2010,Size,,Small (5-19),Average,50.3,...,34.0,40.0,23.6,9.4
Honduras,2010,Size,,Medium (20-99),Average,25.3,...,32.5,39.5,25.5,62.5
Honduras,2010,Size,,Large (100+),Average,33.6,...,19.2,44.2,41.6,55.5
Honduras,2010,Location,,Rest of the country,Average,44.0,...,23.8,43.1,15.5,48.8
Honduras,2010,Location,,San Pedro Sula,Average,41.3,...,32.8,32.6,50.8,38.4
Honduras,2010,Location,,Tegucigalpa,Average,43.6,...,34.3,41.7,22.2,23.8
Honduras,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,28.3,...,7.5,27.2,20.8,41.5
Honduras,2010,Exporter Type,,Non-exporter,Average,43.1,...,31.7,40.4,26.6,34.1
Honduras,2010,Gender of Top Manager,,Top manager is female,Average,75.6,...,100.0,55.8,47.4,22.0
Honduras,2010,Gender of Top Manager,,Top manager is male,Average,28.3,...,0.0,33.6,13.3,36.8
Honduras,2010,Ownership Type,,Domestic,Average,43.4,...,32.8,40.8,26.5,34.8
Honduras,2010,Ownership Type,,10% or more foreign ownership,Average,59.4,...,15.5,30.1,24.8,21.6
Croatia,2007,,,,Average,33.5,...,...,36.5,31.3,50.2
Croatia,2007,Sector,Manufacturing,All,Average,39.8,...,...,36.5,31.3,50.2
Croatia,2007,Sector,Manufacturing,Food,Average,52.2,...,...,35.8,26.6,55.5
Croatia,2007,Sector,Manufacturing,Garments,Average,51.1,...,...,81.8,87.9,57.5
Croatia,2007,Sector,Manufacturing,Fabricated Metal Products,Average,21.7,...,...,16.9,8.0,50.3
Croatia,2007,Sector,Manufacturing,Other Manufacturing,Average,36.8,...,...,40.4,40.8,39.9
Croatia,2007,Sector,Services,All,Average,31.0,...,...,...,...,...
Croatia,2007,Sector,Services,Retail,Average,48.6,...,...,...,...,...
Croatia,2007,Sector,Services,Other Services,Average,25.9,...,...,...,...,...
Croatia,2007,Size,,Small (5-19),Average,38.8,...,...,29.6,25.5,36.5
Croatia,2007,Size,,Medium (20-99),Average,26.6,...,...,45.7,38.2,66.9
Croatia,2007,Size,,Large (100+),Average,34.9,...,...,39.0,36.4,54.0
Croatia,2007,Location,,Dalmacija,Average,19.5,...,...,44.4,50.1,22.3
Croatia,2007,Location,,Istra i hrvatsko primorje,Average,27.0,...,...,29.6,21.9,49.4
Croatia,2007,Location,,Lika i banovina,Average,35.9,...,...,22.2,15.7,42.3
Croatia,2007,Location,,Northern croatia,Average,40.5,...,...,36.0,33.7,47.7
Croatia,2007,Location,,Slavonia,Average,30.7,...,...,49.9,38.9,82.2
Croatia,2007,Location,,Zagreb and surroundings,Average,44.9,...,...,25.7,21.1,33.9
Croatia,2007,Exporter Type,,Direct exports are 10% or more of sales,Average,46.0,...,...,40.5,38.1,47.7
Croatia,2007,Exporter Type,,Non-exporter,Average,31.1,...,...,34.4,27.8,51.3
Croatia,2007,Ownership Type,,Domestic,Average,32.7,...,...,36.2,30.7,50.3
Croatia,2007,Ownership Type,,10% or more foreign ownership,Average,52.7,...,...,39.6,37.2,49.2
Croatia,2013,,,,Average,32.1,16.4,18.7,33.2,40.9,40.7
Croatia,2013,Sector,Manufacturing,All,Average,30.9,14.8,18.4,39.2,40.9,40.7
Croatia,2013,Sector,Manufacturing,Manufacturing,Average,30.9,14.8,18.4,39.2,40.9,40.7
Croatia,2013,Sector,Services,All,Average,32.5,16.9,18.8,30.8,...,...
Croatia,2013,Sector,Services,Retail,Average,47.4,37.2,41.3,63.6,...,...
Croatia,2013,Sector,Services,Other Services,Average,29.6,12.9,14.2,24.4,...,...
Croatia,2013,Size,,Small (5-19),Average,36.0,19.3,22.3,34.1,45.9,39.1
Croatia,2013,Size,,Medium (20-99),Average,23.5,10.0,10.2,29.6,32.3,42.1
Croatia,2013,Size,,Large (100+),Average,18.0,4.7,12.5,43.7,38.3,49.4
Croatia,2013,Location,,Adriatic,Average,31.2,14.5,23.5,35.3,33.4,40.0
Croatia,2013,Location,,Central And Eastern (Pannonian),Average,29.1,18.4,14.7,35.0,42.1,35.8
