Economy,Year,Subgroup,Top Subgroup Level,Subgroup Level,Average/SE/N,Senior management time spent dealing with the requirements of government regulation (%),Number of visits or required meetings with tax officials,Percent of firms visited or required to meet with tax officials,"If there were visits, average number of visits or required meetings with tax officials",Days to obtain an operating license,Days to obtain a construction-related permit,Days to obtain an import license,Percent of firms identifying tax rates as a major constraint,Percent of firms identifying tax administration as a major constraint,Percent of firms identifying business licensing and permits as a major constraint
China,2012,Sector,Manufacturing,Garments,Average,0.9,...,51.5,2.3,17.0,22.7,n.a.,11.6,4.3,1.5
China,2012,Sector,Manufacturing,Chemicals & Chemical Products,Average,0.9,...,48.8,2.5,11.8,33.6,29.9,6.4,2.1,0.4
China,2012,Sector,Manufacturing,Rubber & Plastics Products,Average,1.0,...,51.4,2.4,14.4,16.6,n.a.,11.4,7.5,2.7
China,2012,Sector,Manufacturing,Non-Metallic Mineral Products,Average,0.7,...,62.0,2.3,12.7,37.3,13.6,8.6,2.6,0.0
China,2012,Sector,Manufacturing,Fabricated Metal Products,Average,1.4,...,66.2,2.4,n.a.,43.5,4.4,7.4,3.0,0.9
China,2012,Sector,Manufacturing,Machinery & Equipment,Average,1.3,...,67.5,1.9,14.8,28.2,49.8,4.6,0.9,0.6
China,2012,Sector,Manufacturing,Basic Metals & Metal Products,Average,1.2,...,71.0,2.0,n.a.,n.a.,n.a.,22.4,19.7,7.7
China,2012,Sector,Manufacturing,Electronics & Communications Equip.,Average,1.2,...,64.1,2.0,11.2,n.a.,n.a.,6.4,5.8,0.0
China,2012,Sector,Manufacturing,Motor Vehicles,Average,0.9,...,76.3,2.3,n.a.,39.5,6.3,9.8,2.0,0.5
China,2012,Sector,Manufacturing,Other Manufacturing,Average,1.2,...,47.8,1.8,n.a.,40.2,32.5,3.4,4.6,0.9
China,2012,Sector,Services,All,Average,0.8,...,60.7,2.2,32.9,18.6,22.7,5.1,2.5,1.7
China,2012,Sector,Services,Construction,Average,1.0,...,72.6,2.0,n.a.,24.0,n.a.,8.9,0.2,0.0
China,2012,Sector,Services,Services of Motor Vehicles,Average,0.6,...,57.3,2.2,23.0,n.a.,n.a.,4.1,1.8,0.0
China,2012,Sector,Services,Wholesale,Average,0.8,...,66.4,2.2,51.8,n.a.,23.1,5.4,2.7,4.0
China,2012,Sector,Services,Retail,Average,1.1,...,50.1,2.1,n.a.,n.a.,n.a.,7.5,5.5,4.0
China,2012,Sector,Services,Hotels & Restaurants,Average,1.4,...,73.5,2.1,36.3,11.0,n.a.,1.8,0.8,3.2
China,2012,Sector,Services,"Transport, Storage, & Communications",Average,0.9,...,67.6,1.8,n.a.,n.a.,n.a.,4.9,3.2,0.5
China,2012,Sector,Services,IT & IT Services,Average,0.7,...,54.5,2.3,16.7,n.a.,n.a.,6.6,2.7,1.2
China,2012,Size,,Medium (20-99),Average,1.1,...,67.5,2.1,21.5,31.4,26.1,7.9,5.1,1.4
China,2012,Size,,Large (100+),Average,1.1,...,76.0,2.4,24.9,29.5,31.7,6.9,3.6,0.9
China,2012,Size,,Small (5-19),Average,0.8,...,50.9,2.0,32.7,n.a.,23.5,5.3,2.6,1.6
China,2012,Location,,Beijing (Municipalities),Average,1.2,...,44.8,2.0,14.4,n.a.,n.a.,1.7,0.5,0.5
China,2012,Location,,Chengdu City,Average,0.7,...,31.0,2.0,n.a.,n.a.,...,0.0,0.0,0.0
China,2012,Location,,Dalian City,Average,1.7,...,79.2,2.4,8.7,27.3,23.6,14.4,1.1,0.0
China,2012,Location,,Dongguan City,Average,0.3,...,26.3,1.3,38.4,n.a.,n.a.,1.8,1.3,0.9
China,2012,Location,,Foshan City,Average,1.7,...,76.6,3.1,22.5,33.5,28.2,56.5,43.6,14.8
China,2012,Location,,Guangzhou City,Average,1.0,...,47.8,2.1,n.a.,n.a.,17.5,0.4,0.4,0.0
China,2012,Location,,Hangzhou City,Average,0.5,...,47.5,1.3,n.a.,n.a.,n.a.,2.2,0.0,0.0
China,2012,Location,,Hefei City,Average,0.2,...,97.8,1.9,n.a.,...,n.a.,0.0,0.0,0.0
China,2012,Location,,Jinan City,Average,0.3,...,60.3,1.8,19.4,n.a.,n.a.,14.7,5.8,0.3
China,2012,Location,,Luoyang City,Average,0.0,...,87.6,3.3,n.a.,14.3,n.a.,28.1,2.6,0.0
China,2012,Location,,Nanjing City,Average,0.1,...,64.7,2.0,n.a.,32.1,n.a.,1.6,3.6,0.0
China,2012,Location,,Nantong City,Average,0.1,...,63.3,2.1,n.a.,28.5,n.a.,8.6,1.0,0.0
China,2012,Location,,Ningbo City,Average,0.3,...,33.3,1.7,n.a.,n.a.,n.a.,15.1,9.3,2.0
China,2012,Location,,Qingdao City,Average,0.7,...,21.3,1.4,n.a.,n.a.,n.a.,0.1,0.0,0.0
China,2012,Location,,Shanghai (Municipalities),Average,1.8,...,58.2,1.7,43.8,n.a.,n.a.,2.5,2.5,6.7
China,2012,Location,,Shenyang City,Average,0.9,...,31.0,1.8,...,n.a.,n.a.,0.3,0.0,0.0
China,2012,Location,,Shenzhen City,Average,0.5,...,82.2,2.1,n.a.,n.a.,14.2,0.0,0.0,0.0
China,2012,Location,,Shijiazhuang City,Average,1.2,...,52.8,3.0,9.0,83.4,n.a.,2.3,1.0,0.0
China,2012,Location,,Suzhou City,Average,1.5,...,75.9,1.7,17.0,23.5,40.4,1.6,0.0,0.0
China,2012,Location,,Tangshan City,Average,1.1,...,73.4,2.1,n.a.,10.3,n.a.,3.6,0.0,0.0
China,2012,Location,,Wenzhou City,Average,1.9,...,61.8,1.4,13.1,25.2,...,1.9,0.4,0.0
China,2012,Location,,Wuhan City,Average,2.5,...,89.9,2.9,29.2,n.a.,n.a.,1.7,1.9,3.0
China,2012,Location,,Wuxi City,Average,0.6,...,52.1,2.1,n.a.,n.a.,n.a.,0.0,0.0,0.0
China,2012,Location,,Yantai City,Average,0.8,...,71.0,2.6,34.0,32.6,n.a.,8.6,2.5,0.0
China,2012,Location,,Zhengzhou City,Average,0.0,...,81.0,3.3,n.a.,n.a.,n.a.,16.3,11.6,0.4
China,2012,Exporter Type,,Direct exports are 10% or more of sales,Average,1.5,...,67.5,2.3,17.0,30.2,15.3,9.1,5.0,1.4
China,2012,Exporter Type,,Non-exporter,Average,0.9,...,58.5,2.1,28.3,29.5,31.8,6.0,3.4,1.5
China,2012,Gender of Top Manager,,Top manager is female,Average,1.0,...,58.4,2.3,44.0,26.9,32.7,3.7,2.9,3.0
China,2012,Gender of Top Manager,,Top manager is male,Average,0.9,...,59.6,2.1,20.7,30.1,24.6,6.9,3.6,1.1
China,2012,Ownership Type,,Domestic,Average,0.9,...,59.3,2.1,28.2,30.5,29.6,6.0,3.4,1.3
China,2012,Ownership Type,,10% or more foreign ownership,Average,1.6,...,63.1,2.5,19.4,22.5,15.2,13.4,7.3,4.9
Côte d'Ivoire,2009,,,,Average,1.6,...,52.0,7.2,44.1,91.2,23.0,30.5,27.4,8.4
Côte d'Ivoire,2009,Sector,Manufacturing,All,Average,1.1,...,56.4,10.0,n.a.,n.a.,16.3,34.3,26.9,15.6
Côte d'Ivoire,2009,Sector,Manufacturing,Manufacturing,Average,1.1,...,56.4,10.0,n.a.,n.a.,16.3,34.3,26.9,15.6
Côte d'Ivoire,2009,Sector,Services,All,Average,1.8,...,50.5,6.1,63.0,n.a.,27.7,29.2,27.6,6.1
Côte d'Ivoire,2009,Sector,Services,Retail,Average,0.3,...,42.8,7.2,n.a.,n.a.,n.a.,35.7,34.5,9.0
Côte d'Ivoire,2009,Sector,Services,Other Services,Average,2.5,...,53.9,5.7,84.6,n.a.,27.8,26.5,24.9,4.8
Côte d'Ivoire,2009,Size,,Small (5-19),Average,1.4,...,48.1,6.8,n.a.,n.a.,28.7,29.3,27.1,7.7
Côte d'Ivoire,2009,Size,,Medium (20-99),Average,1.9,...,73.6,10.1,n.a.,n.a.,20.6,34.4,25.6,13.1
Côte d'Ivoire,2009,Size,,Large (100+),Average,8.6,...,86.5,4.3,26.9,80.2,12.0,49.3,43.3,14.1
Côte d'Ivoire,2009,Location,,Abidjan,Average,0.8,...,50.9,7.8,44.1,84.5,21.9,29.6,26.6,8.7
Côte d'Ivoire,2009,Location,,San Pedro,Average,7.2,...,49.7,5.5,...,n.a.,n.a.,42.3,37.8,8.5
Côte d'Ivoire,2009,Location,,Yamoussoukro,Average,n.a.,...,n.a.,n.a.,...,...,...,n.a.,n.a.,n.a.
Côte d'Ivoire,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,4.8,...,87.1,4.0,n.a.,...,28.8,68.3,30.1,7.1
Côte d'Ivoire,2009,Exporter Type,,Non-exporter,Average,1.6,...,51.2,7.3,16.3,91.2,21.9,29.5,27.3,8.5
Côte d'Ivoire,2009,Ownership Type,,Domestic,Average,1.6,...,49.2,7.9,50.0,n.a.,24.2,31.7,27.8,8.7
Côte d'Ivoire,2009,Ownership Type,,10% or more foreign ownership,Average,2.2,...,71.3,4.0,30.8,n.a.,20.3,23.4,24.9,7.4
Côte d'Ivoire,2016,,,,Average,15.2,...,75.9,3.6,43.9,82.8,19.8,62.6,47.6,22.0
Côte d'Ivoire,2016,Sector,Manufacturing,All,Average,10.3,...,62.5,5.6,17.8,n.a.,23.2,72.1,65.2,27.2
Côte d'Ivoire,2016,Sector,Manufacturing,Manufacturing,Average,10.3,...,62.5,5.6,17.8,n.a.,23.2,72.1,65.2,27.2
Côte d'Ivoire,2016,Sector,Services,All,Average,16.9,...,80.0,3.1,49.1,75.0,19.2,59.6,41.8,20.7
Côte d'Ivoire,2016,Sector,Services,Retail,Average,20.7,...,82.2,2.8,n.a.,n.a.,16.5,62.9,44.8,13.5
Côte d'Ivoire,2016,Sector,Services,Other Services,Average,15.0,...,78.5,3.4,47.3,52.6,20.5,57.9,40.1,25.4
Côte d'Ivoire,2016,Size,,Small (5-19),Average,12.2,...,69.3,3.6,n.a.,82.3,21.4,60.5,50.6,18.2
Côte d'Ivoire,2016,Size,,Medium (20-99),Average,20.1,...,90.5,3.6,41.1,53.8,17.0,63.8,39.3,27.9
Côte d'Ivoire,2016,Size,,Large (100+),Average,26.9,...,91.3,4.0,78.2,154.9,25.1,75.5,50.9,34.0
Côte d'Ivoire,2016,Location,,Abidjan,Average,14.8,...,72.7,3.9,44.5,71.5,17.7,63.8,50.3,24.9
Côte d'Ivoire,2016,Location,,Rest of the country,Average,17.2,...,87.4,2.9,38.5,113.5,46.0,55.2,31.4,10.0
Côte d'Ivoire,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,21.0,...,91.2,4.5,48.3,n.a.,57.3,74.0,58.2,43.9
Côte d'Ivoire,2016,Exporter Type,,Non-exporter,Average,15.0,...,75.4,3.5,44.3,83.9,15.8,61.9,48.1,21.2
Côte d'Ivoire,2016,Gender of Top Manager,,Top manager is female,Average,12.4,...,69.3,2.8,n.a.,n.a.,9.6,80.3,55.7,24.4
Côte d'Ivoire,2016,Gender of Top Manager,,Top manager is male,Average,15.7,...,77.0,3.7,40.0,84.8,20.7,59.3,46.2,21.7
Côte d'Ivoire,2016,Ownership Type,,Domestic,Average,12.4,...,72.5,4.0,51.0,64.3,21.4,61.1,47.5,22.6
Côte d'Ivoire,2016,Ownership Type,,10% or more foreign ownership,Average,24.5,...,83.2,2.9,38.9,n.a.,17.8,69.2,51.2,20.7
Cameroon,2009,,,,Average,7.0,...,93.5,4.7,30.0,22.1,14.4,45.9,68.9,28.1
Cameroon,2009,Sector,Manufacturing,All,Average,7.8,...,89.8,5.2,n.a.,25.3,10.5,56.1,66.0,29.8
Cameroon,2009,Sector,Manufacturing,Manufacturing,Average,7.8,...,89.8,5.2,n.a.,25.3,10.5,56.1,66.0,29.8
Cameroon,2009,Sector,Services,All,Average,6.8,...,94.6,4.5,20.3,20.4,17.4,42.7,69.8,27.6
Cameroon,2009,Sector,Services,Retail,Average,2.9,...,95.4,5.2,n.a.,n.a.,13.3,36.7,71.3,22.9
Cameroon,2009,Sector,Services,Other Services,Average,9.1,...,94.0,4.1,n.a.,21.3,20.3,46.1,68.9,30.4
Cameroon,2009,Size,,Small (5-19),Average,6.1,...,95.1,4.6,n.a.,18.2,7.5,44.8,72.8,27.1
Cameroon,2009,Size,,Medium (20-99),Average,7.2,...,87.9,5.1,n.a.,n.a.,16.6,42.3,60.4,33.1
Cameroon,2009,Size,,Large (100+),Average,11.4,...,98.9,4.2,n.a.,28.2,17.3,61.0,69.4,19.4
Cameroon,2009,Location,,Central,Average,4.8,...,96.7,5.8,31.5,n.a.,22.4,43.8,76.0,35.6
Cameroon,2009,Location,,Coastal,Average,8.3,...,92.9,4.2,28.2,21.7,11.8,46.8,66.1,26.2
Cameroon,2009,Location,,West,Average,3.4,...,84.9,4.7,...,n.a.,n.a.,46.1,67.3,13.1
Cameroon,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,6.8,...,92.5,4.4,n.a.,n.a.,7.2,43.6,75.9,24.0
Cameroon,2009,Exporter Type,,Non-exporter,Average,7.0,...,93.5,4.7,30.9,22.3,15.4,46.0,68.5,28.3
Cameroon,2009,Gender of Top Manager,,Top manager is female,Average,5.3,...,93.8,4.9,...,...,n.a.,40.6,64.8,12.6
Cameroon,2009,Gender of Top Manager,,Top manager is male,Average,7.2,...,93.4,4.7,30.0,22.1,14.4,46.5,69.4,29.9
Cameroon,2009,Ownership Type,,Domestic,Average,6.9,...,93.9,4.7,26.2,20.4,16.2,45.4,70.8,28.4
Cameroon,2009,Ownership Type,,10% or more foreign ownership,Average,7.9,...,90.3,4.6,37.6,25.7,10.4,49.5,54.8,25.6
Cameroon,2016,,,,Average,17.9,...,82.4,4.4,35.4,57.0,27.2,41.8,35.8,21.3
Cameroon,2016,Sector,Manufacturing,All,Average,18.2,...,76.8,5.1,n.a.,n.a.,35.2,44.1,47.1,21.8
Cameroon,2016,Sector,Manufacturing,Manufacturing,Average,18.2,...,76.8,5.1,n.a.,n.a.,35.2,44.1,47.1,21.8
Cameroon,2016,Sector,Services,All,Average,17.8,...,84.8,4.2,29.2,59.3,22.7,40.7,30.9,21.1
Cameroon,2016,Sector,Services,Retail,Average,8.0,...,69.5,4.0,n.a.,n.a.,9.2,54.4,52.0,31.5
Cameroon,2016,Sector,Services,Other Services,Average,20.8,...,89.1,4.2,n.a.,n.a.,33.6,37.0,24.8,18.7
Cameroon,2016,Size,,Small (5-19),Average,17.9,...,80.5,4.3,n.a.,n.a.,22.0,39.5,38.0,24.9
Cameroon,2016,Size,,Medium (20-99),Average,12.9,...,85.7,4.9,n.a.,n.a.,26.7,47.1,28.5,12.5
Cameroon,2016,Size,,Large (100+),Average,31.8,...,94.4,3.8,n.a.,52.7,37.4,51.0,32.1,7.8
Cameroon,2016,Location,,Center,Average,15.2,...,86.1,4.8,n.a.,n.a.,n.a.,28.0,23.4,9.9
Cameroon,2016,Location,,Littoral,Average,21.9,...,79.3,4.3,35.6,59.2,24.7,53.8,47.2,34.4
Cameroon,2016,Location,,West,Average,12.2,...,80.4,2.5,...,n.a.,66.3,47.7,42.1,6.7
Cameroon,2016,Exporter Type,,Direct exports are 10% or more of sales,Average,10.6,...,72.9,4.2,n.a.,n.a.,128.2,31.9,34.9,40.9
Cameroon,2016,Exporter Type,,Non-exporter,Average,18.8,...,83.4,4.5,29.0,66.0,16.3,42.9,36.5,19.6
Cameroon,2016,Gender of Top Manager,,Top manager is female,Average,20.9,...,84.0,4.5,n.a.,n.a.,n.a.,42.0,28.1,25.3
Cameroon,2016,Gender of Top Manager,,Top manager is male,Average,17.0,...,81.9,4.4,36.7,50.5,23.9,41.7,38.1,20.1
Cameroon,2016,Ownership Type,,Domestic,Average,17.4,...,81.2,4.6,28.5,57.1,33.8,41.6,35.1,17.4
Cameroon,2016,Ownership Type,,10% or more foreign ownership,Average,23.4,...,97.1,3.3,n.a.,n.a.,10.6,43.6,45.4,64.0
"Congo, Rep.",2009,,,,Average,6.0,...,91.9,3.0,...,60.6,47.8,40.9,47.3,28.7
"Congo, Rep.",2009,Sector,Manufacturing,All,Average,4.1,...,93.1,2.2,...,n.a.,25.5,27.4,42.5,12.6
"Congo, Rep.",2009,Sector,Manufacturing,Manufacturing,Average,4.1,...,93.1,2.2,...,n.a.,25.5,27.4,42.5,12.6
"Congo, Rep.",2009,Sector,Services,All,Average,6.4,...,91.7,3.2,...,n.a.,69.1,43.6,48.2,31.8
"Congo, Rep.",2009,Sector,Services,Services,Average,6.4,...,91.7,3.2,...,n.a.,69.1,43.6,48.2,31.8
"Congo, Rep.",2009,Size,,Small (5-19),Average,4.5,...,87.9,3.2,...,n.a.,n.a.,36.4,41.4,20.6
"Congo, Rep.",2009,Size,,Medium (20-99),Average,8.0,...,98.5,2.7,...,n.a.,60.8,47.2,59.6,38.7
"Congo, Rep.",2009,Size,,Large (100+),Average,9.6,...,90.0,3.4,...,n.a.,n.a.,41.3,33.9,38.5
"Congo, Rep.",2009,Location,,Brazzaville,Average,6.6,...,95.4,2.8,...,n.a.,65.7,32.5,31.4,23.9
"Congo, Rep.",2009,Location,,Pointe-Noire,Average,5.6,...,89.0,3.1,...,n.a.,15.8,47.7,60.6,32.6
"Congo, Rep.",2009,Exporter Type,,Direct exports are 10% or more of sales,Average,0.1,...,90.0,1.5,...,...,n.a.,36.6,86.6,36.7
"Congo, Rep.",2009,Exporter Type,,Non-exporter,Average,7.1,...,91.6,3.1,n.a.,60.6,54.1,40.2,44.6,27.8
"Congo, Rep.",2009,Gender of Top Manager,,Top manager is female,Average,n.a.,...,89.8,5.9,...,...,n.a.,61.1,31.3,16.7
"Congo, Rep.",2009,Gender of Top Manager,,Top manager is male,Average,7.0,...,95.8,2.6,...,n.a.,30.8,39.6,45.7,34.0
"Congo, Rep.",2009,Ownership Type,,Domestic,Average,6.7,...,90.9,3.1,n.a.,n.a.,83.0,41.0,49.6,33.6
"Congo, Rep.",2009,Ownership Type,,10% or more foreign ownership,Average,5.2,...,93.4,3.1,n.a.,n.a.,9.5,45.3,39.0,14.7
Colombia,2006,,,,Average,14.3,...,25.1,2.4,28.2,47.0,11.6,43.4,32.9,8.8
Colombia,2006,Sector,Manufacturing,All,Average,14.8,...,21.5,2.8,28.2,65.1,12.6,56.9,42.9,8.4
Colombia,2006,Sector,Manufacturing,Food,Average,11.4,...,30.7,4.3,11.3,52.8,19.4,30.7,23.3,20.3
Colombia,2006,Sector,Manufacturing,Textiles,Average,15.1,...,13.5,1.8,15.6,n.a.,18.4,29.9,13.0,23.3
Colombia,2006,Sector,Manufacturing,Garments,Average,10.4,...,10.5,2.5,16.1,53.3,11.2,74.3,21.2,1.6
Colombia,2006,Sector,Manufacturing,Chemicals & Chemical Products,Average,17.2,...,29.2,3.0,86.4,53.7,18.2,41.1,33.7,30.3
Colombia,2006,Sector,Manufacturing,Rest of Universe-Manufacturing,Average,16.7,...,24.0,2.7,n.a.,n.a.,8.2,58.9,56.4,5.6
Colombia,2006,Sector,Services,All,Average,13.9,...,27.6,2.2,28.2,44.7,11.3,34.2,26.1,9.0
Colombia,2006,Sector,Services,Retail,Average,14.7,...,23.2,2.8,19.6,37.6,34.5,34.4,32.6,9.8
Colombia,2006,Sector,Services,IT & IT Services,Average,14.4,...,30.9,1.9,35.1,n.a.,9.7,53.2,44.0,9.4
Colombia,2006,Sector,Services,Rest of Universe-Services,Average,13.3,...,30.9,1.9,39.3,55.2,5.7,32.5,19.3,8.4
Colombia,2006,Size,,Small (5-19),Average,14.3,...,26.6,2.2,40.2,46.6,11.7,35.1,29.0,8.8
Colombia,2006,Size,,Medium (20-99),Average,14.0,...,20.6,2.9,7.0,54.4,10.3,58.5,41.2,6.9
Colombia,2006,Size,,Large (100+),Average,15.6,...,37.3,3.3,22.5,42.0,14.7,57.9,31.2,22.5
Colombia,2006,Location,,Barranquilla,Average,15.4,...,32.4,1.8,9.5,65.6,27.5,36.9,18.5,14.1
Colombia,2006,Location,,Bogota,Average,13.0,...,25.2,2.4,25.2,41.1,6.1,51.1,41.8,7.5
Colombia,2006,Location,,Cali,Average,18.4,...,20.8,2.6,14.0,51.5,7.1,19.7,12.3,13.2
Colombia,2006,Location,,Medellin,Average,14.7,...,23.4,3.0,63.7,37.1,24.4,35.3,23.0,6.8
Colombia,2006,Exporter Type,,Direct exports are 10% or more of sales,Average,12.5,...,6.1,2.6,14.7,69.3,42.8,66.9,14.6,18.8
Colombia,2006,Exporter Type,,Non-exporter,Average,14.4,...,26.9,2.4,28.5,45.0,8.3,41.2,34.6,7.8
Colombia,2006,Ownership Type,,Domestic,Average,14.2,...,24.7,2.4,28.3,47.2,11.4,43.7,33.1,8.8
Colombia,2006,Ownership Type,,10% or more foreign ownership,Average,19.2,...,58.0,1.4,n.a.,n.a.,21.2,18.3,10.9,4.6
Colombia,2010,,,,Average,12.9,...,41.1,2.2,25.6,63.0,12.4,39.2,28.6,10.5
Colombia,2010,Sector,Manufacturing,All,Average,12.3,...,45.3,3.0,22.8,71.8,20.8,47.3,44.0,14.8
Colombia,2010,Sector,Manufacturing,Food,Average,13.2,...,46.9,3.4,25.6,90.7,22.6,37.9,36.4,23.4
Colombia,2010,Sector,Manufacturing,Textiles & Garments,Average,12.3,...,22.2,3.4,24.7,53.1,25.1,38.6,48.9,13.6
Colombia,2010,Sector,Manufacturing,"Chemicals, Plastics & Rubber",Average,13.3,...,74.2,1.9,15.3,64.4,22.6,64.1,60.5,16.7
Colombia,2010,Sector,Manufacturing,Basic Metals/Fabricated Metals/Machinery & Equip.,Average,9.5,...,20.7,3.2,103.3,114.9,13.7,55.5,54.3,17.9
Colombia,2010,Sector,Manufacturing,Other Manufacturing,Average,13.0,...,42.0,4.8,n.a.,n.a.,11.6,29.0,15.6,7.6
Colombia,2010,Sector,Services,All,Average,13.2,...,39.1,1.8,26.5,57.4,6.8,35.3,21.4,8.5
Colombia,2010,Sector,Services,Retail,Average,11.2,...,29.6,2.0,8.8,77.2,13.3,34.0,19.1,20.1
Colombia,2010,Sector,Services,Other Services,Average,13.8,...,42.2,1.8,29.5,50.2,4.5,35.8,22.1,4.8
Colombia,2010,Size,,Small (5-19),Average,12.4,...,35.3,2.1,31.7,63.3,6.9,35.7,26.2,10.2
Colombia,2010,Size,,Medium (20-99),Average,15.7,...,43.0,2.2,12.1,44.1,10.4,37.6,21.4,9.2
Colombia,2010,Size,,Large (100+),Average,12.1,...,78.7,2.7,37.4,72.6,25.9,66.1,57.9,15.0
Colombia,2010,Location,,Barranquilla,Average,7.1,...,62.3,1.2,114.4,52.1,14.1,15.4,14.1,13.5
Colombia,2010,Location,,Bogota,Average,12.9,...,37.3,2.2,26.5,72.6,13.2,46.0,32.7,10.9
Colombia,2010,Location,,Cali,Average,15.4,...,42.1,1.3,37.3,67.0,4.3,46.1,45.4,2.3
Colombia,2010,Location,,Medellin,Average,13.7,...,45.3,3.7,10.0,43.2,17.5,18.0,6.2,14.1
Colombia,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,16.6,...,53.3,2.2,8.7,83.4,7.2,43.0,12.3,8.6
Colombia,2010,Exporter Type,,Non-exporter,Average,12.6,...,40.1,2.2,28.7,60.0,13.4,38.9,29.9,10.7
Colombia,2010,Gender of Top Manager,,Top manager is female,Average,13.5,...,47.8,1.7,17.9,82.3,7.3,40.8,32.4,13.7
Colombia,2010,Gender of Top Manager,,Top manager is male,Average,12.8,...,40.2,2.3,27.6,59.6,13.2,39.0,28.1,10.1
Colombia,2010,Ownership Type,,Domestic,Average,12.9,...,38.8,2.3,25.7,67.7,11.2,34.1,27.0,11.2
Colombia,2010,Ownership Type,,10% or more foreign ownership,Average,13.5,...,58.0,2.0,25.5,53.9,14.0,76.6,41.1,5.7
Cabo Verde,2009,,,,Average,3.9,...,68.9,2.2,39.2,43.3,27.7,51.8,26.6,11.9
Cabo Verde,2009,Sector,Manufacturing,All,Average,3.2,...,48.4,2.1,n.a.,28.3,20.4,47.2,26.2,13.7
Cabo Verde,2009,Sector,Manufacturing,Manufacturing,Average,3.2,...,48.4,2.1,n.a.,28.3,20.4,47.2,26.2,13.7
Cabo Verde,2009,Sector,Services,All,Average,4.1,...,75.5,2.2,31.8,48.1,29.6,53.3,26.7,11.4
Cabo Verde,2009,Sector,Services,Services,Average,4.1,...,75.5,2.2,31.8,48.1,29.6,53.3,26.7,11.4
Cabo Verde,2009,Size,,Small (5-19),Average,2.9,...,72.1,2.2,n.a.,41.8,44.1,54.3,19.5,11.2
Cabo Verde,2009,Size,,Medium (20-99),Average,7.0,...,52.3,1.9,n.a.,47.0,6.4,41.0,48.9,14.2
Cabo Verde,2009,Size,,Large (100+),Average,7.7,...,93.1,2.7,n.a.,n.a.,23.5,60.4,45.0,14.5
Cabo Verde,2009,Location,,Sal,Average,3.1,...,77.7,2.2,n.a.,57.8,n.a.,54.0,27.3,21.4
Cabo Verde,2009,Location,,Santiago,Average,4.9,...,55.6,2.6,n.a.,40.4,12.9,53.0,26.2,7.8
Cabo Verde,2009,Location,,Sao Vicente,Average,3.0,...,85.9,1.7,n.a.,8.5,16.7,46.0,26.5,8.0
Cabo Verde,2009,Exporter Type,,Direct exports are 10% or more of sales,Average,n.a.,...,n.a.,n.a.,...,n.a.,n.a.,n.a.,n.a.,n.a.
Cabo Verde,2009,Exporter Type,,Non-exporter,Average,3.8,...,68.7,2.2,39.2,43.6,26.6,51.6,26.6,11.8
Cabo Verde,2009,Gender of Top Manager,,Top manager is female,Average,0.8,...,90.2,2.4,n.a.,64.7,8.7,89.0,27.3,3.0
Cabo Verde,2009,Gender of Top Manager,,Top manager is male,Average,4.6,...,64.6,2.1,41.9,29.6,29.4,44.2,26.2,13.9
Cabo Verde,2009,Ownership Type,,Domestic,Average,3.3,...,72.2,2.2,38.9,46.2,28.1,46.7,25.1,12.2
Cabo Verde,2009,Ownership Type,,10% or more foreign ownership,Average,7.7,...,48.7,2.1,n.a.,30.2,24.3,84.3,36.1,10.1
Costa Rica,2010,,,,Average,8.4,...,25.5,3.3,35.6,83.4,17.3,36.7,24.7,29.3
Costa Rica,2010,Sector,Manufacturing,All,Average,8.5,...,21.3,2.7,46.7,110.3,15.8,36.3,33.5,23.0
Costa Rica,2010,Sector,Manufacturing,"Minerals, Metals, Machinery & Equipment",Average,8.9,...,18.6,2.2,57.6,193.8,n.a.,55.9,51.0,24.3
Costa Rica,2010,Sector,Manufacturing,Other Manufacturing,Average,8.4,...,22.2,2.8,45.2,77.1,15.8,30.0,27.9,22.5
Costa Rica,2010,Sector,Services,All,Average,8.3,...,26.7,3.4,30.8,79.8,17.9,36.9,22.4,31.1
Costa Rica,2010,Sector,Services,Retail,Average,10.4,...,24.9,2.9,51.3,90.9,16.8,28.1,21.6,27.0
Costa Rica,2010,Sector,Services,Hotels & Restaurants,Average,7.4,...,13.6,3.3,28.8,57.8,n.a.,43.2,22.4,38.8
Costa Rica,2010,Sector,Services,Other Services,Average,7.7,...,33.1,3.6,20.5,78.6,18.5,38.3,22.8,29.8
Costa Rica,2010,Size,,Medium (20-99),Average,7.3,...,25.1,3.1,38.1,60.7,17.5,38.4,26.7,27.4
Costa Rica,2010,Size,,Small (5-19),Average,9.7,...,21.7,3.0,17.9,94.4,8.5,36.3,23.4,29.9
Costa Rica,2010,Size,,Large (100+),Average,6.2,...,45.7,4.5,51.9,108.7,25.4,33.1,23.6,33.7
Costa Rica,2010,Location,,Rest of the country,Average,11.0,...,18.3,3.4,76.0,102.3,n.a.,63.7,47.5,45.1
Costa Rica,2010,Location,,San Jose,Average,7.7,...,27.5,3.3,34.1,78.5,17.4,29.0,18.2,25.0
Costa Rica,2010,Exporter Type,,Direct exports are 10% or more of sales,Average,7.4,...,38.3,2.8,99.6,111.7,25.5,25.0,19.6,30.5
